County,State,MURDER,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population
Vermillion County, IN,0,1,19,53,107,7,1,15878
San Juan County, WA,0,0,9,73,133,11,0,15875
Lawrence County, KY,0,0,6,56,70,12,1,15856
Gulf County, FL,1,5,59,125,134,8,2,15829
Nottoway County, VA,2,5,15,54,228,15,2,15773
Otoe County, NE,0,1,3,42,206,15,2,15752
Carbon County, WY,0,0,29,49,264,18,4,15748
Moniteau County, MO,0,6,15,63,134,12,1,15748
Redwood County, MN,0,1,20,44,169,8,2,15744
Aitkin County, MN,0,2,12,181,246,29,0,15742
Dent County, MO,0,1,26,67,212,15,0,15730
Torrance County, NM,0,0,51,125,162,24,3,15717
Page County, IA,0,2,36,99,242,21,2,15713
Madison County, AR,0,0,38,48,77,7,3,15701
Pecos County, TX,1,2,41,74,255,2,1,15697
Washburn County, WI,0,0,19,63,194,10,0,15686
Park County, MT,0,1,33,23,162,18,5,15682
Tipton County, IN,0,0,15,97,173,6,0,15650
Harrison County, OH,0,1,4,61,112,13,0,15622
Macon County, MO,0,0,39,111,233,12,1,15544
Floyd County, VA,0,0,7,29,107,7,2,15528
Roseau County, MN,1,0,7,9,116,3,0,15520
Brooks County, GA,0,10,65,117,328,34,0,15516
Gunnison County, CO,0,2,41,35,260,13,0,15507
Arenac County, MI,0,2,15,74,149,14,4,15487
Dickenson County, VA,1,0,11,23,165,15,6,15486
Madison County, IA,0,0,5,45,85,5,0,15448
Henry County, KY,0,0,2,24,47,2,0,15445
West Feliciana Parish, LA,0,2,15,38,154,0,1,15444
Bamberg County, SC,0,21,85,231,415,41,2,15430
Hale County, AL,0,2,16,66,67,14,1,15406
Clay County, AR,0,1,11,93,90,3,3,15402
Burnett County, WI,0,2,30,137,236,38,2,15333
Mitchell County, NC,0,2,0,8,57,6,0,15328
Kossuth County, IA,0,0,12,53,57,4,0,15321
Hamilton County, IA,0,3,48,70,175,20,2,15312
Kingfisher County, OK,0,0,6,33,131,9,1,15276
Appomattox County, VA,0,1,4,34,94,5,0,15255
Williamsburg city, VA,0,8,10,37,423,12,1,15206
Marquette County, WI,0,1,8,54,154,18,5,15176
Renville County, MN,0,0,4,31,85,4,1,15166
Grayson County, VA,1,1,12,35,129,17,6,15161
Bayfield County, WI,0,0,18,142,145,8,1,15156
Union County, FL,1,7,30,64,80,9,2,15136
Karnes County, TX,2,1,21,98,281,21,2,15081
Tallahatchie County, MS,0,10,1,27,43,0,0,15081
Gooding County, ID,0,1,22,133,104,12,3,15080
Massac County, IL,1,3,45,45,287,11,0,15073
Sibley County, MN,0,0,0,0,0,0,0,15072
Calhoun County, SC,0,9,56,221,269,50,2,15055
Missaukee County, MI,2,0,10,67,190,8,1,15051
Choctaw County, OK,0,4,32,91,134,19,9,15045
Nolan County, TX,0,10,94,143,345,19,1,15037
Union County, KY,0,0,8,47,79,6,3,15029
Brown County, IN,1,0,0,38,43,5,1,15023
Butler County, IA,0,0,0,9,4,3,0,15021
Jeff Davis County, GA,1,3,77,115,346,10,2,15004
Cleburne County, AL,0,2,25,88,178,8,2,14994
San Juan County, UT,0,1,16,41,108,4,0,14973
Walthall County, MS,1,2,16,83,103,11,2,14931
Carroll County, IL,0,0,6,45,173,2,1,14910
Morgan County, OH,0,0,11,50,94,5,0,14904
Gasconade County, MO,0,1,21,74,187,18,3,14901
Mills County, IA,0,5,32,143,185,38,4,14896
Moultrie County, IL,0,0,8,32,76,2,0,14876
Livingston County, MO,0,2,13,87,252,18,3,14871
Bourbon County, KS,0,1,59,136,316,28,6,14852
Union County, SD,0,0,6,18,87,5,0,14829
Winn Parish, LA,1,8,41,102,174,17,0,14813
Nelson County, VA,0,1,13,75,165,12,1,14789
La Salle Parish, LA,0,0,61,24,89,11,0,14777
Calhoun County, MS,0,0,0,0,0,0,0,14734
Chowan County, NC,0,15,31,138,226,16,4,14726
Calhoun County, FL,0,0,18,33,75,6,0,14682
Sequatchie County, TN,0,3,52,114,287,38,7,14681
Craig County, OK,1,0,10,45,128,27,6,14672
Fulton County, PA,0,1,16,54,131,5,4,14670
Roane County, WV,0,0,26,37,148,12,2,14656
Noble County, OH,0,0,0,0,0,0,0,14628
Crockett County, TN,1,2,81,81,171,15,0,14591
Jackson County, TX,0,0,18,47,145,8,0,14591
Monroe County, OH,0,0,2,42,57,0,1,14585
Rolette County, ND,0,0,2,15,17,8,0,14582
Pendleton County, KY,0,3,8,81,117,12,0,14570
White County, IL,2,2,29,70,252,21,0,14549
Oglethorpe County, GA,1,4,43,112,320,12,1,14548
Fleming County, KY,0,0,3,31,56,7,3,14508
Braxton County, WV,0,2,24,39,109,14,1,14502
Estill County, KY,0,1,1,42,47,12,0,14488
Washington County, IL,0,1,40,30,69,0,0,14448
Las Animas County, CO,0,7,10,41,121,5,0,14446
Harrison County, IA,0,0,8,33,115,15,1,14431
Saline County, NE,0,2,10,89,182,13,3,14416
Rusk County, WI,0,1,16,40,62,8,2,14395
Trinity County, TX,1,1,16,71,112,10,1,14393
Zapata County, TX,0,1,28,73,80,14,1,14390
Hamilton County, FL,0,5,44,148,178,11,1,14354
Clarke County, VA,0,0,16,42,132,7,4,14348
Converse County, WY,0,0,29,31,327,13,3,14313
Dooly County, GA,0,5,36,38,125,5,0,14304
Trigg County, KY,0,2,12,55,144,8,0,14293
Grand County, CO,0,1,3,6,39,0,0,14289
Mississippi County, MO,2,6,87,128,286,13,8,14282
Mason County, IL,0,3,40,46,134,15,0,14248
Greene County, MS,0,0,3,10,11,6,0,14244
Screven County, GA,1,12,21,99,242,22,0,14240
Lamar County, AL,0,2,14,32,108,7,0,14236
Jefferson County, FL,0,6,79,103,64,9,2,14194
Faribault County, MN,1,0,9,55,113,7,1,14191
Allamakee County, IA,0,1,10,25,97,6,1,14169
Newton County, TX,0,0,1,23,37,6,0,14140
Kodiak Island Borough, AK,0,10,103,23,200,31,3,14135
Pennington County, MN,1,1,7,42,238,13,2,14118
Shannon County, SD,0,0,0,0,0,0,0,14118
Newton County, IN,0,0,11,74,123,9,1,14087
Mono County, CA,0,9,31,86,170,2,1,14074
Larue County, KY,0,1,4,37,29,9,0,14064
Swain County, NC,1,1,39,120,195,10,0,14058
O'Brien County, IA,0,0,10,55,70,6,1,14044
Ripley County, MO,0,1,43,95,361,17,2,14032
Lincoln County, AR,0,3,10,76,54,4,0,14031
Macon County, GA,1,5,21,103,477,20,0,14009
McIntosh County, GA,1,4,20,146,231,23,0,14007
Crenshaw County, AL,1,3,60,85,133,23,2,13986
Bienville Parish, LA,0,5,45,60,118,10,0,13981
Reeves County, TX,2,3,14,44,249,13,3,13965
Clay County, SD,0,2,27,45,241,14,0,13935
Hardy County, WV,0,0,40,32,54,9,2,13920
Cedar County, MO,0,4,47,99,227,7,2,13913
Crawford County, MI,0,1,28,84,136,8,2,13904
Atoka County, OK,1,0,9,116,124,13,3,13898
York County, NE,0,4,1,47,209,9,1,13883
Ford County, IL,0,1,32,64,122,3,0,13832
Hughes County, OK,0,3,7,50,100,25,1,13823
Dawson County, TX,0,2,13,86,205,25,0,13810
Lewis County, KY,0,0,3,43,36,3,1,13806
Wadena County, MN,0,0,8,32,68,6,0,13804
Price County, WI,0,0,11,40,166,10,1,13802
Madison County, TX,0,5,13,58,119,23,0,13781
Lamb County, TX,1,5,32,119,246,18,4,13775
Cannon County, TN,0,0,31,60,106,26,1,13775
Martinsville city, VA,1,7,25,77,320,20,5,13755
Glacier County, MT,1,0,47,39,120,10,0,13739
Ketchikan Gateway Borough, AK,0,4,16,31,284,8,1,13729
Murray County, OK,1,2,19,78,131,16,3,13712
Osage County, MO,0,0,8,59,61,20,0,13688
Greene County, IL,0,0,38,48,85,1,1,13629
Comanche County, TX,0,1,21,75,205,10,1,13623
Goshen County, WY,0,1,36,66,146,2,0,13612
Jasper County, GA,0,0,34,75,110,10,0,13601
Perquimans County, NC,2,7,14,119,101,8,1,13601
Cass County, IA,0,0,23,83,115,10,3,13598
Howard County, AR,0,2,35,120,297,4,0,13581
Clay County, IL,0,0,3,38,200,3,1,13566
Summers County, WV,0,4,16,102,171,5,0,13563
Breathitt County, KY,0,1,1,22,33,2,0,13545
Callahan County, TX,0,2,14,42,55,8,0,13525
Douglas County, MO,0,1,22,59,151,11,5,13515
Falls Church city, VA,1,7,3,14,194,3,0,13508
Grundy County, TN,3,1,115,157,167,63,12,13498
Clay County, AL,0,3,55,26,95,11,24,13486
Monroe County, WV,0,3,18,39,93,8,0,13483
Webster County, KY,0,0,3,23,25,3,0,13452
Trinity County, CA,4,1,13,81,82,24,0,13448
Jackson County, KY,0,0,1,29,28,7,0,13427
Choctaw County, AL,1,0,12,38,42,5,0,13426
Wayne County, MO,0,0,13,51,75,9,1,13404
Morgan County, KY,0,0,2,8,24,4,0,13380
Izard County, AR,0,1,18,148,197,14,5,13368
Jackson County, KS,0,0,19,64,156,13,1,13366
Stewart County, TN,1,3,36,61,94,13,4,13362
Sumter County, AL,1,4,67,99,194,15,0,13361
Buffalo County, WI,0,0,1,11,20,2,0,13357
Glades County, FL,0,1,35,72,111,11,0,13345
Cass County, IL,0,0,29,11,29,2,0,13324
Vinton County, OH,2,2,7,141,195,12,1,13276
Charlton County, GA,0,1,15,45,141,7,2,13255
Koochiching County, MN,0,0,18,71,198,19,0,13206
Madison County, VA,1,1,5,17,132,4,5,13200
Wilbarger County, TX,1,1,41,89,258,16,6,13131
Allen County, KS,0,1,25,61,324,11,4,13124
Moffat County, CO,1,0,12,47,230,7,4,13103
Colfax County, NM,0,3,13,168,153,15,4,13094
Presque Isle County, MI,0,0,11,48,72,3,1,13062
Haskell County, OK,0,2,28,44,94,14,4,13052
Big Horn County, MT,0,1,21,4,89,14,0,13042
Pulaski County, IN,0,1,26,42,123,16,4,13007
Wright County, IA,0,1,20,37,111,6,1,12972
Pamlico County, NC,0,3,23,57,234,5,1,12953
Magoffin County, KY,1,0,3,20,19,3,0,12950
Fremont County, ID,0,0,10,27,83,3,0,12927
Amite County, MS,1,1,5,1,1,1,0,12899
Pend Oreille County, WA,3,1,12,162,284,34,0,12896
Conecuh County, AL,1,8,70,108,252,42,5,12887
Franklin County, ID,0,0,6,23,83,2,0,12854
Chattahoochee County, GA,0,0,0,19,3,1,1,12842
Bledsoe County, TN,0,1,10,22,74,9,1,12841
DeKalb County, MO,0,0,7,25,45,11,0,12840
Morris County, TX,0,4,53,114,179,4,2,12834
Caldwell County, KY,0,3,13,113,136,18,3,12823
Butler County, KY,0,2,6,44,62,9,1,12793
Bleckley County, GA,0,5,11,105,260,6,1,12771
Amelia County, VA,0,0,25,35,104,12,2,12745
Terry County, TX,0,7,27,80,138,7,2,12743
Little River County, AR,0,1,31,61,165,5,3,12730
Washington County, NC,0,11,31,98,207,10,3,12722
Appanoose County, IA,0,0,36,141,218,23,11,12692
Shoshone County, ID,2,0,29,74,152,20,2,12690
Pike County, IN,1,0,16,37,240,9,0,12683
Johnson County, IL,0,1,28,17,110,6,0,12677
Millard County, UT,0,0,18,52,198,9,0,12662
Martin County, KY,0,2,10,40,56,20,0,12647
Menard County, IL,0,0,1,25,54,1,0,12607
Union County, IA,0,0,19,43,100,7,0,12583
Stone County, AR,0,0,26,60,136,12,6,12581
Lunenburg County, VA,0,1,23,44,57,11,3,12527
Lawrence County, MS,0,0,0,0,0,0,0,12514
Desha County, AR,0,8,38,106,175,13,3,12505
Crawford County, GA,1,6,39,162,262,20,0,12504
Todd County, KY,0,3,6,71,64,13,0,12503
Powell County, KY,0,1,4,85,84,8,0,12494
Bollinger County, MO,1,0,15,42,81,2,0,12490
Blackford County, IN,0,3,6,66,193,7,0,12481
Red River County, TX,0,3,13,105,101,11,0,12470
Madison County, MO,0,1,11,30,180,12,1,12431
Camp County, TX,0,3,28,106,226,7,4,12413
Okfuskee County, OK,1,0,19,126,213,22,6,12377
Yalobusha County, MS,0,0,0,0,0,0,0,12373
Linn County, MO,1,1,26,101,148,11,0,12368
Chickasaw County, IA,1,0,6,28,45,3,0,12321
Grundy County, IA,0,0,8,13,57,3,1,12314
Charlotte County, VA,1,3,13,48,85,1,2,12305
Fulton County, AR,0,1,14,34,148,11,1,12304
Prowers County, CO,0,2,17,61,245,12,0,12291
Barton County, MO,1,0,19,84,191,17,5,12275
Marion County, KS,0,0,5,35,56,8,0,12219
Northumberland County, VA,1,0,8,9,50,2,1,12200
Archuleta County, CO,0,1,20,65,125,8,3,12194
Zavala County, TX,1,2,47,58,93,9,0,12156
Marshall County, IL,0,1,19,48,55,2,2,12153
Perry County, MS,0,1,1,7,17,1,0,12131
Northampton County, VA,0,7,9,76,158,18,0,12125
Poquoson city, VA,0,2,11,25,134,6,4,12104
Chippewa County, MN,1,0,17,12,125,2,2,12093
Edmonson County, KY,0,1,7,60,28,4,0,12062
Lake County, SD,1,0,2,15,72,5,0,12055
Big Horn County, WY,0,1,11,16,31,0,1,11994
Montgomery County, MO,0,1,15,51,129,8,0,11965
Lewis County, TN,0,4,33,52,230,20,3,11961
Shelby County, IA,0,0,1,1,1,2,0,11961
Bath County, KY,0,0,1,5,17,0,0,11961
Custer County, MT,0,0,22,18,203,16,2,11951
Jefferson Davis County, MS,5,3,68,206,48,17,0,11948
Cherokee County, IA,0,0,20,28,74,5,1,11945
Madison Parish, LA,0,2,50,99,389,1,0,11927
Greensville County, VA,0,0,16,35,78,6,1,11886
Washington County, KY,0,1,3,39,21,6,1,11875
Live Oak County, TX,0,1,21,84,110,20,11,11867
Sussex County, VA,1,5,15,39,103,13,4,11810
Rio Grande County, CO,2,5,10,72,156,3,1,11803
Grant County, WV,0,0,12,26,33,5,0,11759
Lyon County, IA,0,0,25,22,53,11,0,11712
Washita County, OK,0,0,17,55,81,21,1,11678
Wabash County, IL,0,0,22,46,218,10,1,11665
Decatur County, TN,0,3,53,97,162,25,1,11661
Gates County, NC,0,0,0,0,0,0,0,11650
Meigs County, TN,2,1,41,75,166,36,4,11649
Duval County, TX,1,5,80,105,171,65,5,11640
Cottonwood County, MN,0,0,5,45,93,5,2,11616
Franklin County, FL,1,1,74,84,130,11,1,11598
Sierra County, NM,1,1,40,86,184,21,0,11572
Heard County, GA,0,0,26,38,111,15,0,11558
Ramsey County, ND,0,2,8,64,266,16,1,11554
Pulaski County, GA,0,2,35,80,171,4,0,11542
Jackson County, TN,0,2,33,83,131,17,3,11517
Iron County, MI,0,0,12,65,119,22,0,11516
Jefferson County, MT,0,0,13,13,79,6,5,11512
Fergus County, MT,0,0,25,17,111,11,2,11501
Owyhee County, ID,2,0,18,42,83,14,2,11472
West Carroll Parish, LA,0,0,65,49,285,10,3,11465
Noble County, OK,0,0,16,52,120,13,3,11446
Lake County, MI,0,0,22,140,130,3,2,11386
Sanders County, MT,2,0,12,16,108,11,2,11363
Morrow County, OR,1,1,12,80,167,17,2,11336
Chicot County, AR,0,8,56,83,171,2,2,11335
Wilcox County, AL,0,5,32,45,103,11,2,11307
Box Butte County, NE,0,0,0,0,5,0,0,11305
Louisa County, IA,0,0,16,35,55,3,1,11282
Skamania County, WA,0,0,7,37,71,6,0,11274
Bradley County, AR,1,9,20,141,65,10,1,11249
Ward County, TX,2,2,49,70,226,7,0,11244
Pushmataha County, OK,0,0,18,79,97,21,7,11233
Essex County, VA,0,2,24,63,168,7,0,11229
Bacon County, GA,0,12,25,43,113,5,0,11216
Richland County, MT,0,2,29,50,153,26,1,11214
Barnes County, ND,0,0,9,37,125,5,1,11190
Green County, KY,0,0,4,20,47,5,0,11180
Pike County, AR,0,1,7,34,58,7,0,11177
Lancaster County, VA,1,0,3,23,102,4,2,11148
Watonwan County, MN,0,0,9,24,116,7,2,11137
Roosevelt County, MT,0,1,36,51,207,12,2,11125
Walsh County, ND,0,0,17,30,170,16,1,11104
Hancock County, IA,0,0,6,17,15,0,0,11094
Noxubee County, MS,0,0,0,6,90,0,0,11089
Rains County, TX,0,0,14,53,122,10,0,11065
Mackinac County, MI,0,0,20,54,401,7,0,11061
Leslie County, KY,0,0,1,6,6,4,0,11019
Red Willow County, NE,0,1,6,50,211,13,4,11006
Oregon County, MO,1,1,38,38,70,3,3,10996
Johnston County, OK,1,0,15,17,46,4,1,10990
Carroll County, KY,1,0,7,56,101,12,3,10953
Scott County, AR,0,1,15,118,211,13,1,10950
Cumberland County, IL,0,0,23,27,54,2,8,10939
Alleghany County, NC,0,0,1,5,31,5,0,10939
Candler County, GA,0,9,18,61,139,0,0,10937
Pope County, MN,0,0,6,28,58,1,1,10932
Coosa County, AL,0,2,17,74,138,12,2,10898
Dimmit County, TX,0,2,45,167,249,22,4,10897
St. Helena Parish, LA,0,2,51,87,140,20,0,10875
Boundary County, ID,0,0,10,78,60,9,0,10853
Evans County, GA,0,3,10,53,95,12,0,10833
Ochiltree County, TX,0,0,32,35,110,12,4,10806
Custer County, NE,0,0,7,19,85,5,1,10792
Lake County, MN,0,0,5,20,35,3,0,10777
Latimer County, OK,0,0,14,22,48,17,5,10775
Towns County, GA,0,1,14,38,152,5,0,10771
Middlesex County, VA,0,0,3,19,35,1,0,10762
Emery County, UT,0,0,6,53,125,11,2,10749
Blanco County, TX,0,0,19,48,76,5,0,10723
Mitchell County, IA,0,0,3,27,65,2,1,10709
Lowndes County, AL,1,8,51,117,127,25,7,10703
Guthrie County, IA,0,0,6,17,29,6,0,10687
Monroe County, KY,0,0,3,8,8,1,0,10681
Owen County, KY,0,0,1,57,38,4,0,10662
Franklin County, TX,0,1,7,45,49,11,0,10660
Bullock County, AL,0,12,43,98,55,3,23,10639
Crawford County, IN,0,0,5,107,11,5,0,10621
Clay County, NC,0,0,24,100,128,10,0,10584
Alcona County, MI,0,0,11,73,132,2,0,10578
Tunica County, MS,4,13,9,77,379,48,1,10560
Nowata County, OK,0,1,20,53,103,15,0,10555
Winnebago County, IA,0,1,6,13,32,1,1,10554
Montgomery County, MS,0,0,10,8,24,2,0,10553
Franklin County, IA,0,0,11,26,36,5,1,10548
Early County, GA,1,8,55,105,196,6,0,10542
Switzerland County, IN,0,0,2,2,4,0,0,10526
Clay County, TX,1,2,1,61,17,5,0,10473
Holt County, NE,0,0,3,10,34,0,0,10449
Colfax County, NE,0,0,0,0,0,0,0,10425
Montgomery County, IA,0,0,9,57,104,6,1,10424
Lanier County, GA,0,4,27,83,114,12,0,10408
Nantucket County, MA,0,2,46,51,301,13,1,10399
Carroll County, MS,0,0,0,0,0,0,0,10385
Sabine County, TX,0,5,8,40,81,3,2,10361
Grundy County, MO,1,0,13,69,164,12,1,10355
Juab County, UT,0,0,4,31,141,10,0,10348
Perry County, AR,0,1,25,37,127,7,0,10345
Iron County, MO,1,3,42,47,56,10,2,10344
Carbon County, MT,0,0,23,24,90,9,2,10340
Butte County, SD,0,0,15,44,123,2,1,10330
Keokuk County, IA,0,0,5,7,7,0,2,10329
Runnels County, TX,0,0,17,45,84,5,0,10309
Lincoln County, WA,0,0,9,56,130,12,2,10301
Kemper County, MS,0,0,3,28,13,4,0,10294
Teton County, ID,0,0,4,26,29,1,0,10275
Jackson County, MN,0,1,5,14,84,3,0,10260
Howard County, MO,0,0,11,16,43,4,2,10257
Roberts County, SD,0,0,21,16,67,10,0,10251
Catahoula Parish, LA,3,9,32,46,103,4,0,10238
Marion County, TX,1,5,60,115,144,13,4,10235
Jones County, NC,0,1,2,4,9,0,0,10215
Ralls County, MO,0,0,8,47,151,9,0,10192
Camden County, NC,0,2,9,40,72,3,0,10187
Morgan County, UT,0,0,1,7,36,2,1,10173
Nemaha County, KS,0,0,12,23,59,10,0,10161
Martin County, IN,0,0,8,26,69,9,5,10160
Lewis County, MO,0,1,4,35,80,11,1,10152
Yuma County, CO,2,0,2,7,40,3,0,10151
Clinton County, KY,0,0,1,8,10,6,0,10146
Yellow Medicine County, MN,0,0,7,11,31,2,1,10143
Cheyenne County, NE,2,0,7,16,84,3,0,10091
Ritchie County, WV,0,1,12,30,65,14,2,10073
Sac County, IA,0,2,6,25,32,9,0,10071
White Pine County, NV,0,1,34,61,58,4,1,10057
Sublette County, WY,0,0,11,22,57,4,1,10041
Perry County, AL,0,0,0,0,0,0,0,10020
Lee County, AR,0,6,5,87,158,14,2,10015
Rice County, KS,0,1,9,45,55,4,3,10011
Wilkes County, GA,1,1,50,50,126,5,0,10010
Marshall County, KS,0,0,13,44,104,10,1,10002
Brown County, KS,1,0,11,43,150,9,2,9997
Emmet County, IA,0,1,14,49,84,3,0,9996
Caldwell Parish, LA,0,1,23,86,175,8,3,9989
Webster County, MS,0,1,5,13,21,1,0,9987
Metcalfe County, KY,0,0,1,32,37,7,0,9983
Todd County, SD,0,0,0,0,0,0,0,9982
Parmer County, TX,0,1,8,29,49,5,0,9965
McCormick County, SC,0,4,28,56,106,20,0,9947
Washington County, ID,0,0,4,19,27,4,0,9944
Calhoun County, IA,0,0,3,6,11,1,0,9926
Nome Census Area, AK,0,2,18,12,23,9,2,9892
Pratt County, KS,0,1,32,64,205,19,2,9878
Cumberland County, VA,0,0,19,22,61,14,1,9841
Allendale County, SC,0,4,32,151,176,14,3,9839
Johnson County, GA,0,3,20,62,108,8,0,9767
Valdez-Cordova Census Area, AK,0,0,18,11,135,10,0,9763
Love County, OK,0,1,11,29,89,5,0,9742
Stevens County, MN,0,1,5,20,156,1,1,9735
Blaine County, OK,0,1,20,66,109,12,2,9720
Humboldt County, IA,0,1,2,25,49,11,0,9688
North Slope Borough, AK,1,3,52,36,59,11,1,9686
Valley County, ID,0,0,22,47,151,6,1,9606
Jasper County, IL,0,0,27,27,72,7,1,9592
Ozark County, MO,1,2,25,82,55,2,1,9560
Swift County, MN,0,0,12,40,103,11,0,9546
Howard County, IA,0,0,2,38,50,5,3,9526
Alger County, MI,1,1,12,32,62,4,1,9522
Rock County, MN,0,0,85,9,52,3,0,9520
McLean County, ND,0,1,6,37,79,14,0,9517
Linn County, KS,0,0,21,58,81,17,5,9516
McLean County, KY,0,0,3,21,19,2,0,9496
St. Clair County, MO,0,1,24,83,142,11,0,9487
Dawson County, MT,1,0,18,48,228,17,3,9445
Wilkinson County, GA,0,1,9,50,96,6,0,9432
Irwin County, GA,0,0,27,73,171,11,2,9427
Marshall County, MN,0,0,1,3,7,1,0,9425
Wayne County, NE,0,0,3,5,16,2,1,9411
Mitchell County, TX,0,0,33,83,114,3,2,9402
Wilkinson County, MS,0,0,0,0,0,0,0,9381
Mountrail County, ND,4,0,13,25,78,27,4,9376
Grand County, UT,0,0,21,52,228,22,1,9360
Livingston County, KY,0,0,4,34,54,12,1,9359
Montmorency County, MI,0,0,5,36,9,0,0,9350
Kiowa County, OK,0,4,11,98,141,13,2,9341
Beaverhead County, MT,0,1,6,12,57,5,4,9341
Deer Lodge County, MT,1,0,21,13,163,8,0,9329
Rosebud County, MT,0,1,7,6,35,6,0,9329
Clarke County, IA,0,0,9,34,105,8,1,9325
Stillwater County, MT,0,1,25,54,62,6,1,9318
McKenzie County, ND,1,1,21,16,137,15,1,9314
Hickory County, MO,0,0,0,55,77,5,0,9305
Cloud County, KS,0,0,36,88,202,10,7,9292
Brewster County, TX,0,0,9,34,87,9,1,9286
Pipestone County, MN,0,0,2,17,48,1,0,9270
Jenkins County, GA,0,0,0,0,0,0,0,9269
Crittenden County, KY,0,1,3,27,73,5,0,9255
Claiborne County, MS,2,5,15,136,90,21,4,9253
Stephens County, TX,0,0,9,41,69,4,1,9247
Clay County, WV,1,1,9,23,35,10,0,9244
Charles Mix County, SD,1,0,9,29,43,2,1,9241
Montgomery County, AR,0,0,0,7,9,0,1,9226
Phelps County, NE,0,0,5,16,140,6,0,9213
Palo Alto County, IA,0,0,15,53,39,7,2,9185
Modoc County, CA,1,3,53,58,90,4,5,9147
Greene County, IA,0,0,2,4,21,2,0,9139
Carroll County, MO,2,0,11,25,88,8,2,9127
Forest County, WI,0,1,3,44,156,11,0,9126
Monona County, IA,0,2,9,24,87,8,1,9121
Hamilton County, NE,0,0,7,65,68,2,1,9112
Wilson County, KS,0,1,15,65,159,9,2,9105
Caldwell County, MO,0,0,31,72,108,6,0,9097
Dawes County, NE,0,2,5,18,151,9,1,9088
Greenlee County, AZ,1,1,50,37,88,4,0,9049
Benewah County, ID,0,1,24,37,35,5,2,9044
Woods County, OK,0,0,6,20,83,4,1,9041
Clear Creek County, CO,0,1,22,30,108,11,8,9031
Terrell County, GA,2,1,30,81,61,6,2,9022
Montgomery County, GA,0,0,1,4,9,1,0,9021
Sitka City and Borough, AK,0,1,10,17,120,6,0,9020
Maries County, MO,0,1,19,44,78,6,1,9018
Cuming County, NE,0,0,1,9,15,0,0,8996
Tyler County, WV,0,0,18,46,91,3,3,8995
Wilcox County, GA,0,1,14,59,55,6,0,8960
Jack County, TX,0,0,21,39,99,14,1,8957
Richmond County, VA,0,0,1,9,41,15,1,8953
Seminole County, GA,1,4,27,55,125,5,0,8945
Humphreys County, MS,0,0,3,0,11,0,0,8922
Mathews County, VA,0,0,5,19,99,5,1,8897
Red River Parish, LA,0,2,64,23,116,12,0,8894
Webster County, WV,3,1,25,26,29,4,0,8893
Hancock County, GA,0,2,5,42,70,8,0,8879
Lafayette County, FL,1,1,24,28,38,1,1,8848
Clearwater County, MN,0,1,0,43,47,7,0,8838
Trimble County, KY,0,0,3,6,10,1,0,8816
Nevada County, AR,0,4,14,61,120,9,5,8799
Davis County, IA,0,0,6,8,10,1,0,8791
Monroe County, MO,0,0,7,24,59,7,1,8774
San Augustine County, TX,0,3,24,36,79,13,1,8769
Benton County, IN,0,0,9,16,37,0,0,8767
Platte County, WY,0,0,3,23,61,5,0,8765
Lucas County, IA,0,1,25,59,146,25,4,8746
Greene County, AL,0,7,70,48,90,15,12,8744
Harrison County, MO,2,0,8,23,73,11,1,8741
Graham County, NC,0,0,0,0,0,0,0,8736
Cedar County, NE,0,0,4,1,33,0,0,8711
Baraga County, MI,0,0,14,16,29,1,0,8695
Hancock County, KY,0,0,2,11,18,2,0,8687
Archer County, TX,0,0,12,27,54,15,0,8681
Gilmer County, WV,0,0,9,8,39,3,0,8672
Pocahontas County, WV,0,1,21,26,43,2,1,8669
Quay County, NM,0,4,21,125,144,10,0,8662
Somervell County, TX,0,0,5,48,58,2,1,8658
Marion County, GA,0,0,4,18,56,2,0,8640
Franklin city, VA,1,11,18,40,304,18,1,8638
Johnson County, WY,1,0,12,13,141,3,2,8628
Cleveland County, AR,0,1,6,70,47,9,0,8593
Mercer County, ND,1,0,5,27,67,9,1,8592
Clearwater County, ID,0,0,12,43,112,4,0,8577
Benton County, MS,0,0,0,0,0,0,0,8571
Knox County, NE,0,0,1,6,24,1,0,8565
Coleman County, TX,0,2,13,135,129,9,1,8543
Murray County, MN,0,0,4,20,22,2,0,8533
Twiggs County, GA,0,4,9,59,101,6,1,8481
Gallatin County, KY,0,1,7,60,43,10,2,8474
Custer County, SD,0,0,4,8,21,4,0,8468
Taylor County, GA,0,1,22,53,60,4,1,8464
Washakie County, WY,0,0,5,2,44,1,0,8463
Lyon County, KY,0,0,2,18,67,3,0,8451
Bracken County, KY,0,0,2,59,88,4,1,8416
Warren County, IN,0,0,4,0,1,0,0,8415
Coffey County, KS,0,0,17,20,68,4,0,8412
Clay County, KS,0,0,14,46,99,8,3,8406
Oscoda County, MI,1,0,12,86,143,10,0,8379
Prairie County, AR,1,0,5,17,123,1,0,8374
Choctaw County, MS,0,0,10,20,43,3,0,8371
Hamilton County, IL,0,0,0,28,16,0,0,8368
Turner County, SD,0,0,9,23,18,7,0,8361
Liberty County, FL,1,0,11,22,31,0,0,8349
Doddridge County, WV,0,0,8,12,24,1,1,8344
Ballard County, KY,0,0,8,47,111,8,3,8332
McCulloch County, TX,0,0,11,57,95,6,1,8330
Butler County, NE,0,1,1,4,41,4,0,8312
Hamilton County, TX,0,2,11,59,59,5,1,8310
